GR,RHOB,ILD,SP,NPHI,Predicted_Fluid,FLUIDTYPES
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.3517999649,82.873001099,-999.0,3.0,3.0
77.943199158,-999.0,3.5211000443,80.374000549,-999.0,3.0,3.0
77.943199158,-999.0,3.7558999062,75.247802734,-999.0,3.0,3.0
77.943199158,-999.0,3.9275000095,68.495903015,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.064499855,61.084201813,-999.0,3.0,3.0
77.943199158,-999.0,4.0645999908,52.887500763,-999.0,3.0,3.0
77.943199158,-999.0,4.0693998337,49.95059967,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.1396999359,48.18239975,-999.0,3.0,3.0
77.943199158,-999.0,4.0647997856,46.453399658,-999.0,3.0,3.0
77.943199158,-999.0,4.0648999214,46.456501007,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.0673999786,46.388198853,-999.0,3.0,3.0
77.943199158,-999.0,4.109099865,45.222301483,-999.0,3.0,3.0
77.943199158,-999.0,4.3136000633,44.060100555,-999.0,3.0,3.0
77.943199158,-999.0,4.4677000046,44.027500153,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.5367999077,43.356498718,-999.0,3.0,3.0
77.943199158,-999.0,4.61439991,41.026000977,-999.0,3.0,3.0
77.943199158,-999.0,4.4639000893,40.459899902,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.2751998901,40.350200653,-999.0,3.0,3.0
77.943199158,-999.0,3.9809000492,39.26789856,-999.0,3.0,3.0
77.943199158,-999.0,3.9154999256,39.271099091,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.0749998093,39.274299622,-999.0,3.0,3.0
77.943199158,-999.0,4.2392997742,39.313400269,-999.0,3.0,3.0
77.943199158,-999.0,4.6237001419,39.921699524,-999.0,3.0,3.0
77.943199158,-999.0,4.6227998734,40.491199493,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.5936999321,40.53030014,-999.0,3.0,3.0
77.943199158,-999.0,4.130300045,41.102901459,-999.0,3.0,3.0
77.943199158,-999.0,3.8756000996,41.085098267,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.6886000633,40.741600037,-999.0,3.0,3.0
77.943199158,-999.0,3.4312000275,39.911399841,-999.0,3.0,3.0
77.943199158,-999.0,3.4784998894,39.914600372,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.5127999783,39.917800903,-999.0,3.0,3.0
77.943199158,-999.0,3.5926001072,39.936100006,-999.0,3.0,3.0
77.943199158,-999.0,3.8271999359,40.52930069,-999.0,3.0,3.0
77.943199158,-999.0,3.8271999359,40.496799469,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.8273000717,39.933700562,-999.0,3.0,3.0
77.943199158,-999.0,3.8320999146,39.427898407,-999.0,3.0,3.0
77.943199158,-999.0,3.9070999622,39.943199158,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.9024000168,39.946399689,-999.0,3.0,3.0
77.943199158,-999.0,3.8275001049,40.256198883,-999.0,3.0,3.0
77.943199158,-999.0,3.8289999962,41.092300415,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.8541998863,42.402599335,-999.0,3.0,3.0
77.943199158,-999.0,3.9073998928,43.007900238,-999.0,3.0,3.0
77.943199158,-999.0,3.9093000889,42.942501068,-999.0,3.0,3.0
77.943199158,-999.0,3.9351000786,42.379501343,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.907599926,42.349700928,-999.0,3.0,3.0
77.943199158,-999.0,3.9030001163,42.460300446,-999.0,3.0,3.0
77.943199158,-999.0,3.8313000202,43.632499695,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.8796000481,44.236698151,-999.0,3.0,3.0
77.943199158,-999.0,3.907900095,45.410900116,-999.0,3.0,3.0
77.943199158,-999.0,3.9142999649,45.414001465,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.0057001114,45.381401062,-999.0,3.0,3.0
77.943199158,-999.0,3.9033000469,44.818401337,-999.0,3.0,3.0
77.943199158,-999.0,3.8984000683,45.107398987,-999.0,3.0,3.0
77.943199158,-999.0,3.7534000874,45.907398224,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.8285000324,46.636299133,-999.0,3.0,3.0
77.943199158,-999.0,3.9130001068,46.71390152,-999.0,3.0,3.0
77.943199158,-999.0,3.9914000034,47.849201202,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.0433998108,47.852199554,-999.0,3.0,3.0
77.943199158,-999.0,4.0679998398,47.858501434,-999.0,3.0,3.0
77.943199158,-999.0,4.0631999969,47.861499786,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.9835999012,47.864601135,-999.0,3.0,3.0
77.943199158,-999.0,3.9086000919,47.903598785,-999.0,3.0,3.0
77.943199158,-999.0,3.8289999962,49.396499634,-999.0,3.0,3.0
77.943199158,-999.0,3.8243000507,51.558700562,-999.0,3.0,3.0
77.943199158,-999.0,3.7446000576,52.765098572,-999.0,3.0,3.0
77.943199158,-999.0,3.6696000099,54.007198334,-999.0,3.0,3.0
77.943199158,-999.0,3.6649000645,55.861099243,-999.0,3.0,3.0
77.943199158,-999.0,3.5899000168,58.350299835,-999.0,3.0,3.0
77.943199158,-999.0,3.5899000168,59.393299103,-999.0,3.0,3.0
77.943199158,-999.0,3.5899999142,60.526500702,-999.0,3.0,3.0
77.943199158,-999.0,3.5852999687,61.171001434,-999.0,3.0,3.0
77.943199158,-999.0,3.5053999424,61.849700928,-999.0,3.0,3.0
77.943199158,-999.0,3.4305000305,63.619205475,-999.0,3.0,3.0
77.943199158,-999.0,3.4305999279,64.825401306,-999.0,3.0,3.0
77.943199158,-999.0,3.4277999401,65.995903015,-999.0,3.0,3.0
77.943199158,-999.0,3.3807001114,66.67440033,-999.0,3.0,3.0
77.943199158,-999.0,3.3461999893,68.462097168,-999.0,3.0,3.0
77.943199158,-999.0,3.2637000084,69.904701233,-999.0,3.0,3.0
77.943199158,-999.0,3.1470999718,70.287002563,-999.0,3.0,3.0
77.943199158,-999.0,3.1865000725,72.111099243,-999.0,3.0,3.0
77.943199158,-999.0,3.0964000225,74.129600525,-999.0,3.0,3.0
77.943199158,-999.0,2.9568998814,74.966697693,-999.0,3.0,3.0
77.943199158,-999.0,3.0320000648,76.34400177,-999.0,3.0,3.0
77.943199158,-999.0,3.0274000168,77.45690155,-999.0,3.0,3.0
77.943199158,-999.0,2.9512000084,79.32749939,-999.0,3.0,3.0
77.943199158,-999.0,2.9296998978,81.101997375,-999.0,3.0,3.0
77.943199158,-999.0,2.8680000305,82.330802917,-999.0,3.0,3.0
77.943199158,-999.0,2.7881999016,83.952903748,-999.0,3.0,3.0
77.943199158,-999.0,2.7165000439,85.284301758,-999.0,3.0,3.0
77.943199158,-999.0,2.7751998901,85.888397217,-999.0,3.0,3.0
77.943199158,-999.0,2.8129000664,86.457801819,-999.0,3.0,3.0
77.943199158,-999.0,2.8129000664,86.482803345,-999.0,3.0,3.0
77.943199158,-999.0,2.8129000664,86.828697205,-999.0,3.0,3.0
77.943199158,-999.0,2.8129999638,86.430999756,-999.0,3.0,3.0
77.943199158,-999.0,2.8129999638,85.831199646,-999.0,3.0,3.0
77.943199158,-999.0,2.8129999638,85.26789856,-999.0,3.0,3.0
77.943199158,-999.0,2.8118999004,85.305198669,-999.0,3.0,3.0
77.943199158,-999.0,2.7931001186,85.839996338,-999.0,3.0,3.0
77.943199158,-999.0,2.7885000706,85.275802612,-999.0,3.0,3.0
77.943199158,-999.0,2.7088000774,85.278396606,-999.0,3.0,3.0
77.943199158,-999.0,2.6152000427,85.350402832,-999.0,3.0,3.0
77.943199158,-999.0,2.3282001019,86.613601685,-999.0,3.0,3.0
77.943199158,-999.0,2.5492999554,88.738601685,-999.0,3.0,3.0
77.943199158,-999.0,2.4788000584,89.498901367,-999.0,3.0,3.0
77.943199158,-999.0,2.5539999008,89.501502991,-999.0,3.0,3.0
77.943199158,-999.0,2.5539999008,89.504096985,-999.0,3.0,3.0
77.943199158,-999.0,2.5539999008,89.47190094,-999.0,3.0,3.0
77.943199158,-999.0,2.5422999859,88.907798767,-999.0,3.0,3.0
77.943199158,-999.0,2.3538000584,88.945098877,-999.0,3.0,3.0
77.943199158,-999.0,2.3153998852,89.514297485,-999.0,3.0,3.0
77.943199158,-999.0,2.3491001129,89.516899109,-999.0,3.0,3.0
77.943199158,-999.0,2.7184998989,89.483901978,-999.0,3.0,3.0
77.943199158,-999.0,2.7983000278,88.851303101,-999.0,3.0,3.0
77.943199158,-999.0,2.8735001087,87.685897827,-999.0,3.0,3.0
77.943199158,-999.0,2.8735001087,87.191200256,-999.0,3.0,3.0
77.943199158,-999.0,2.8775000572,88.257698059,-999.0,3.0,3.0
77.943199158,-999.0,2.9321000576,87.126998901,-999.0,3.0,3.0
77.943199158,-999.0,2.7892000675,87.129600525,-999.0,3.0,3.0
77.943199158,-999.0,2.711400032,87.178199768,-999.0,3.0,3.0
77.943199158,-999.0,2.6633999348,88.024803162,-999.0,3.0,3.0
77.943199158,-999.0,2.5840001106,89.578201294,-999.0,3.0,3.0
77.943199158,-999.0,2.4442999363,90.111801147,-999.0,3.0,3.0
77.943199158,-999.0,2.7985999584,89.51309967,-999.0,3.0,3.0
77.943199158,-999.0,2.8784999847,88.845100403,-999.0,3.0,3.0
77.943199158,-999.0,2.9584999084,87.14969635,-999.0,3.0,3.0
77.943199158,-999.0,3.0381999016,87.115699768,-999.0,3.0,3.0
77.943199158,-999.0,3.1135001183,86.551597595,-999.0,3.0,3.0
77.943199158,-999.0,3.1180999279,86.457298279,-999.0,3.0,3.0
77.943199158,-999.0,3.1888000965,84.850898743,-999.0,3.0,3.0
77.943199158,-999.0,3.1182000637,83.553398132,-999.0,3.0,3.0
77.943199158,-999.0,3.1840000153,83.591598511,-999.0,3.0,3.0
77.943199158,-999.0,3.0337998867,84.229301453,-999.0,3.0,3.0
77.943199158,-999.0,3.0292000771,85.434196472,-999.0,3.0,3.0
77.943199158,-999.0,2.9546999931,86.568199158,-999.0,3.0,3.0
77.943199158,-999.0,2.959800005,86.679901123,-999.0,3.0,3.0
77.943199158,-999.0,2.8743000031,88.344100952,-999.0,3.0,3.0
77.943199158,-999.0,2.8789000511,87.849601746,-999.0,3.0,3.0
77.943199158,-999.0,2.9588000774,88.985198975,-999.0,3.0,3.0
77.943199158,-999.0,3.0341000557,88.953796387,-999.0,3.0,3.0
77.943199158,-999.0,3.0341000557,88.330497742,-999.0,3.0,3.0
77.943199158,-999.0,3.0278000832,87.154701233,-999.0,3.0,3.0
77.943199158,-999.0,2.9312999249,86.55619812,-999.0,3.0,3.0
77.943199158,-999.0,3.0285999775,86.027000427,-999.0,3.0,3.0
77.943199158,-999.0,2.9337000847,86.596099854,-999.0,3.0,3.0
77.943199158,-999.0,2.8561999798,86.702697754,-999.0,3.0,3.0
77.943199158,-999.0,2.5560998917,88.50869751,-999.0,3.0,3.0
77.943199158,-999.0,2.5687000751,90.279998779,-999.0,3.0,3.0
77.943199158,-999.0,2.5315999985,91.519302368,-999.0,3.0,3.0
77.943199158,-999.0,2.4468998909,93.279998779,-999.0,3.0,3.0
77.943199158,-999.0,2.5181000233,95.081001282,-999.0,3.0,3.0
77.943199158,-999.0,2.241699934,95.94619751,-999.0,3.0,3.0
77.943199158,-999.0,2.3266999722,95.667800903,-999.0,3.0,3.0
77.943199158,-999.0,2.1714999676,96.291603088,-999.0,3.0,3.0
77.943199158,-999.0,2.0855000019,97.221702576,-999.0,3.0,3.0
77.943199158,-999.0,2.2176001072,98.223999023,-999.0,3.0,3.0
77.943199158,-999.0,1.9167000055,99.850402832,-999.0,3.0,3.0
77.943199158,-999.0,1.9167000055,99.822502136,-999.0,3.0,3.0
77.943199158,-999.0,1.9167000055,99.336898804,-999.0,3.0,3.0
77.943199158,-999.0,1.9167000055,99.256698608,-999.0,3.0,3.0
77.943199158,-999.0,1.9167000055,99.25920105,-999.0,3.0,3.0
77.943199158,-999.0,1.9168000221,99.268096924,-999.0,3.0,3.0
77.943199158,-999.0,1.9168000221,99.40070343,-999.0,3.0,3.0
77.943199158,-999.0,1.9168000221,99.867500305,-999.0,3.0,3.0
77.943199158,-999.0,1.9168000221,99.870002747,-999.0,3.0,3.0
77.943199158,-999.0,1.9169000387,99.872398376,-999.0,3.0,3.0
77.943199158,-999.0,1.9169000387,99.874900818,-999.0,3.0,3.0
77.943199158,-999.0,1.9134999514,99.842697144,-999.0,3.0,3.0
77.943199158,-999.0,1.8607000113,99.314002991,-999.0,3.0,3.0
77.943199158,-999.0,1.9170000553,99.882202148,-999.0,3.0,3.0
77.943199158,-999.0,1.9170000553,99.88469696,-999.0,3.0,3.0
77.943199158,-999.0,1.9170000553,99.921798706,-999.0,3.0,3.0
77.943199158,-999.0,1.9170000553,100.52510071,-999.0,3.0,3.0
77.943199158,-999.0,1.9170999527,101.09380341,-999.0,3.0,3.0
77.943199158,-999.0,1.9170999527,101.02519989,-999.0,3.0,3.0
77.943199158,-999.0,1.9170999527,99.932601929,-999.0,3.0,3.0
77.943199158,-999.0,1.9170999527,100.50019836,-999.0,3.0,3.0
77.943199158,-999.0,1.9125000238,100.50260162,-999.0,3.0,3.0
77.943199158,-999.0,1.837299943,100.50509644,-999.0,3.0,3.0
77.943199158,-999.0,1.8359999657,100.50749969,-999.0,3.0,3.0
77.943199158,-999.0,1.8121000528,100.47440338,-999.0,3.0,3.0
77.943199158,-999.0,1.7575000525,99.994499207,-999.0,3.0,3.0
77.943199158,-999.0,1.7575000525,101.33300018,-999.0,3.0,3.0
77.943199158,-999.0,1.7575000525,101.09999847,-999.0,3.0,3.0
77.943199158,-999.0,1.7575000525,100.82569885,-999.0,3.0,3.0
77.943199158,-999.0,1.7575999498,101.1230011,-999.0,3.0,3.0
77.943199158,-999.0,1.7575999498,101.12539673,-999.0,3.0,3.0
77.943199158,-999.0,1.7574000359,101.12779999,-999.0,3.0,3.0
77.943199158,-999.0,1.7539999485,101.13030243,-999.0,3.0,3.0
77.943199158,-999.0,1.7575999498,101.16880035,-999.0,3.0,3.0
77.943199158,-999.0,1.7576999664,101.70800018,-999.0,3.0,3.0
77.943199158,-999.0,1.7576999664,101.24839783,-999.0,3.0,3.0
77.943199158,-999.0,1.7576999664,101.1053009,-999.0,3.0,3.0
77.943199158,-999.0,1.7576999664,100.54160309,-999.0,3.0,3.0
77.943199158,-999.0,1.7576999664,100.54399872,-999.0,3.0,3.0
77.943199158,-999.0,1.757799983,100.54650116,-999.0,3.0,3.0
77.943199158,-999.0,1.757799983,100.54889679,-999.0,3.0,3.0
77.943199158,-999.0,1.7592999935,100.5868988,-999.0,3.0,3.0
77.943199158,-999.0,1.7855000496,101.15450287,-999.0,3.0,3.0
77.943199158,-999.0,1.8332999945,101.1568985,-999.0,3.0,3.0
77.943199158,-999.0,1.7674000263,101.09010315,-999.0,3.0,3.0
77.943199158,-999.0,1.8895000219,100.03029633,-999.0,3.0,3.0
77.943199158,-999.0,1.8378000259,101.16419983,-999.0,3.0,3.0
77.943199158,-999.0,1.8378000259,101.16670227,-999.0,3.0,3.0
77.943199158,-999.0,1.8379000425,101.1690979,-999.0,3.0,3.0
77.943199158,-999.0,1.8379000425,101.17150116,-999.0,3.0,3.0
77.943199158,-999.0,1.8379000425,101.1740036,-999.0,3.0,3.0
77.943199158,-999.0,1.8424999714,101.14179993,-999.0,3.0,3.0
77.943199158,-999.0,1.9133000374,100.61380005,-999.0,3.0,3.0
77.943199158,-999.0,1.8380000591,101.14659882,-999.0,3.0,3.0
77.943199158,-999.0,1.8380000591,100.58300018,-999.0,3.0,3.0
77.943199158,-999.0,1.8380000591,100.58540344,-999.0,3.0,3.0
77.943199158,-999.0,1.8380000591,100.58789825,-999.0,3.0,3.0
77.943199158,-999.0,1.8380999565,100.59030151,-999.0,3.0,3.0
77.943199158,-999.0,1.8380999565,100.59269714,-999.0,3.0,3.0
77.943199158,-999.0,1.8380999565,100.63089752,-999.0,3.0,3.0
77.943199158,-999.0,1.8380999565,101.19819641,-999.0,3.0,3.0
77.943199158,-999.0,1.8381999731,101.16600037,-999.0,3.0,3.0
77.943199158,-999.0,1.8381999731,100.63710022,-999.0,3.0,3.0
77.943199158,-999.0,1.8381999731,101.20549774,-999.0,3.0,3.0
77.943199158,-999.0,1.8381999731,101.207901,-999.0,3.0,3.0
77.943199158,-999.0,1.8381999731,101.21029663,-999.0,3.0,3.0
77.943199158,-999.0,1.8382999897,101.21279907,-999.0,3.0,3.0
77.943199158,-999.0,1.8382999897,101.21520233,-999.0,3.0,3.0
77.943199158,-999.0,1.8382999897,101.25229645,-999.0,3.0,3.0
77.943199158,-999.0,1.8382999897,101.7858963,-999.0,3.0,3.0
77.943199158,-999.0,1.8429000378,101.22250366,-999.0,3.0,3.0
77.943199158,-999.0,1.9088000059,101.19020081,-999.0,3.0,3.0
77.943199158,-999.0,1.7855000496,100.62680054,-999.0,3.0,3.0
77.943199158,-999.0,1.75849998,100.62930298,-999.0,3.0,3.0
77.943199158,-999.0,1.75849998,100.66629791,-999.0,3.0,3.0
77.943199158,-999.0,1.75849998,101.23459625,-999.0,3.0,3.0
77.943199158,-999.0,1.7585999966,101.23699951,-999.0,3.0,3.0
77.943199158,-999.0,1.7585999966,101.30780029,-999.0,3.0,3.0
77.943199158,-999.0,1.7585999966,102.32630157,-999.0,3.0,3.0
77.943199158,-999.0,1.7539999485,101.24430084,-999.0,3.0,3.0
77.943199158,-999.0,1.6833000183,101.24669647,-999.0,3.0,3.0
77.943199158,-999.0,1.7573000193,101.24909973,-999.0,3.0,3.0
77.943199158,-999.0,1.7316000462,101.3227005,-999.0,3.0,3.0
77.943199158,-999.0,1.6868000031,102.35179901,-999.0,3.0,3.0
77.943199158,-999.0,1.8107000589,100.72519684,-999.0,3.0,3.0
77.943199158,-999.0,1.6787999868,101.85929871,-999.0,3.0,3.0
77.943199158,-999.0,1.6787999868,101.86170197,-999.0,3.0,3.0
77.943199158,-999.0,1.6787999868,101.82949829,-999.0,3.0,3.0
77.943199158,-999.0,1.6789000034,101.26609802,-999.0,3.0,3.0
77.943199158,-999.0,1.6742999554,101.26850128,-999.0,3.0,3.0
77.943199158,-999.0,1.5989999771,101.3065033,-999.0,3.0,3.0
77.943199158,-999.0,1.6036000252,101.8391037,-999.0,3.0,3.0
77.943199158,-999.0,1.6742999554,101.27580261,-999.0,3.0,3.0
77.943199158,-999.0,1.6036000252,101.31289673,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,1.67900002,101.8809967,-999.0,3.0,3.0
77.943199158,-999.0,1.6742999554,101.88349915,-999.0,3.0,3.0
77.943199158,-999.0,1.6138999462,101.85119629,-999.0,3.0,3.0
77.943199158,-999.0,1.8451000452,101.27929688,-999.0,3.0,3.0
77.943199158,-999.0,1.6818000078,101.14920044,-999.0,3.0,3.0
77.943199158,-999.0,1.727699995,101.2928009,-999.0,3.0,3.0
77.943199158,-999.0,1.739199996,101.29519653,-999.0,3.0,3.0
77.943199158,-999.0,1.7590999603,101.30020142,-999.0,3.0,3.0
77.943199158,-999.0,1.7590999603,101.37689972,-999.0,3.0,3.0
77.943199158,-999.0,1.7634999752,101.93830109,-999.0,3.0,3.0
77.943199158,-999.0,1.8282999992,102.47080231,-999.0,3.0,3.0
77.943199158,-999.0,1.7591999769,101.8730011,-999.0,3.0,3.0
77.943199158,-999.0,1.7591999769,101.30970001,-999.0,3.0,3.0
77.943199158,-999.0,1.7591999769,101.31220245,-999.0,3.0,3.0
77.943199158,-999.0,1.7591999769,101.31459808,-999.0,3.0,3.0
77.943199158,-999.0,1.75,101.31700134,-999.0,3.0,3.0
77.943199158,-999.0,1.6086000204,101.38890076,-999.0,3.0,3.0
77.943199158,-999.0,1.7684999704,102.45310211,-999.0,3.0,3.0
77.943199158,-999.0,1.9098000526,101.32430267,-999.0,3.0,3.0
77.943199158,-999.0,1.7594000101,101.3266983,-999.0,3.0,3.0
77.943199158,-999.0,1.7594000101,101.32910156,-999.0,3.0,3.0
77.943199158,-999.0,1.7594000101,101.36620331,-999.0,3.0,3.0
77.943199158,-999.0,1.7635999918,101.93440247,-999.0,3.0,3.0
77.943199158,-999.0,1.8255000114,101.93720245,-999.0,3.0,3.0
77.943199158,-999.0,1.7595000267,101.93900299,-999.0,3.0,3.0
77.943199158,-999.0,1.7595000267,101.94309998,-999.0,3.0,3.0
77.943199158,-999.0,1.7595000267,102.00509644,-999.0,3.0,3.0
77.943199158,-999.0,1.7595000267,102.51280212,-999.0,3.0,3.0
77.943199158,-999.0,1.7595000267,101.94869995,-999.0,3.0,3.0
77.943199158,-999.0,1.7605999708,101.98480225,-999.0,3.0,3.0
77.943199158,-999.0,1.785400033,102.48629761,-999.0,3.0,3.0
77.943199158,-999.0,1.910599947,101.35579681,-999.0,3.0,3.0
77.943199158,-999.0,1.7688000202,101.35820007,-999.0,3.0,3.0
77.943199158,-999.0,1.9196000099,101.36060333,-999.0,3.0,3.0
77.943199158,-999.0,1.9106999636,101.36309814,-999.0,3.0,3.0
77.943199158,-999.0,1.7668999434,101.3655014,-999.0,3.0,3.0
77.943199158,-999.0,1.8755999804,101.36789703,-999.0,3.0,3.0
77.943199158,-999.0,1.6847000122,101.4048996,-999.0,3.0,3.0
77.943199158,-999.0,1.7604000568,101.97280121,-999.0,3.0,3.0
77.943199158,-999.0,1.6729999781,101.97519684,-999.0,3.0,3.0
77.943199158,-999.0,1.8398000002,101.9776001,-999.0,3.0,3.0
77.943199158,-999.0,1.8444000483,101.98000336,-999.0,3.0,3.0
77.943199158,-999.0,1.9160000086,102.02649689,-999.0,3.0,3.0
77.943199158,-999.0,1.850399971,102.72579956,-999.0,3.0,3.0
77.943199158,-999.0,1.8399000168,101.97470093,-999.0,3.0,3.0
77.943199158,-999.0,1.8399000168,101.7437973,-999.0,3.0,3.0
77.943199158,-999.0,1.8444000483,101.35849762,-999.0,3.0,3.0
77.943199158,-999.0,1.9146000147,100.7609024,-999.0,3.0,3.0
77.943199158,-999.0,1.8309999704,100.17240143,-999.0,3.0,3.0
77.943199158,-999.0,1.9630000591,99.683502197,-999.0,3.0,3.0
77.943199158,-999.0,2.5083999634,98.289901733,-999.0,3.0,3.0
77.943199158,-999.0,3.0176999569,97.073699951,-999.0,3.0,3.0
77.943199158,-999.0,3.9851999283,94.539703369,-999.0,3.0,3.0
77.943199158,-999.0,4.4270000458,89.774803162,-999.0,3.0,3.0
77.943199158,-999.0,5.3815999031,86.78440094,-999.0,3.0,3.0
77.943199158,-999.0,5.7402000427,83.848396301,-999.0,3.0,3.0
77.943199158,-999.0,6.2316999435,80.759597778,-999.0,3.0,3.0
77.943199158,-999.0,6.4008998871,79.10030365,-999.0,3.0,3.0
77.943199158,-999.0,6.2873997688,76.736503601,-999.0,3.0,3.0
77.943199158,-999.0,6.0798001289,74.986801147,-999.0,3.0,3.0
77.943199158,-999.0,5.9148001671,74.010398865,-999.0,3.0,3.0
77.943199158,-999.0,5.6503000259,73.819900513,-999.0,3.0,3.0
77.943199158,-999.0,5.3902001381,73.243103027,-999.0,3.0,3.0
77.943199158,-999.0,5.2032999992,72.83820343,-999.0,3.0,3.0
77.943199158,-999.0,5.0535001755,70.143600464,-999.0,3.0,3.0
77.943199158,-999.0,5.0543999672,68.066200256,-999.0,3.0,3.0
77.943199158,-999.0,5.059800148,67.841499329,-999.0,3.0,3.0
77.943199158,-999.0,5.1361999512,67.245002747,-999.0,3.0,3.0
77.943199158,-999.0,5.141600132,66.616500854,-999.0,3.0,3.0
77.943199158,-999.0,5.2179999352,65.454299927,-999.0,3.0,3.0
77.943199158,-999.0,5.2189002037,64.789901733,-999.0,3.0,3.0
77.943199158,-999.0,5.2199001312,63.027194977,-999.0,3.0,3.0
77.943199158,-999.0,5.2207999229,61.900398254,-999.0,3.0,3.0
77.943199158,-999.0,5.2217001915,61.871200562,-999.0,3.0,3.0
77.943199158,-999.0,5.2267999649,61.275398254,-999.0,3.0,3.0
77.943199158,-999.0,5.304500103,60.707199097,-999.0,3.0,3.0
77.943199158,-999.0,5.4124999046,60.615100861,-999.0,3.0,3.0
77.943199158,-999.0,5.5208001137,60.722099304,-999.0,3.0,3.0
77.943199158,-999.0,5.6261000633,60.692798615,-999.0,3.0,3.0
77.943199158,-999.0,5.626999855,60.130699158,-999.0,3.0,3.0
77.943199158,-999.0,5.6279001236,60.101398468,-999.0,3.0,3.0
77.943199158,-999.0,5.6241998672,59.539199829,-999.0,3.0,3.0
77.943199158,-999.0,5.5469999313,59.543598175,-999.0,3.0,3.0
77.943199158,-999.0,5.5006999969,59.548000336,-999.0,3.0,3.0
77.943199158,-999.0,5.4716000557,59.552398682,-999.0,3.0,3.0
77.943199158,-999.0,5.4724998474,59.590400696,-999.0,3.0,3.0
77.943199158,-999.0,5.4688000679,60.161399841,-999.0,3.0,3.0
77.943199158,-999.0,5.3899002075,60.199501038,-999.0,3.0,3.0
77.943199158,-999.0,5.3108000755,60.770500183,-999.0,3.0,3.0
77.943199158,-999.0,5.2318000793,60.774898529,-999.0,3.0,3.0
77.943199158,-999.0,5.1479997635,60.813899994,-999.0,3.0,3.0
77.943199158,-999.0,4.9981999397,61.383998871,-999.0,3.0,3.0
77.943199158,-999.0,4.9945998192,61.388401031,-999.0,3.0,3.0
77.943199158,-999.0,4.9201002121,61.392799377,-999.0,3.0,3.0
77.943199158,-999.0,4.9210000038,61.397201538,-999.0,3.0,3.0
77.943199158,-999.0,4.9218997955,61.401599884,-999.0,3.0,3.0
77.943199158,-999.0,4.9183001518,61.372398376,-999.0,3.0,3.0
77.943199158,-999.0,4.8438000679,60.810100555,-999.0,3.0,3.0
77.943199158,-999.0,4.8446998596,60.814498901,-999.0,3.0,3.0
77.943199158,-999.0,4.8410000801,60.784301758,-999.0,3.0,3.0
77.943199158,-999.0,4.766600132,60.222900391,-999.0,3.0,3.0
77.943199158,-999.0,4.7674999237,60.227298737,-999.0,3.0,3.0
77.943199158,-999.0,4.7684001923,60.231700897,-999.0,3.0,3.0
77.943199158,-999.0,4.769299984,60.236099243,-999.0,3.0,3.0
77.943199158,-999.0,4.7701997757,60.240501404,-999.0,3.0,3.0
77.943199158,-999.0,4.7712001801,60.211200714,-999.0,3.0,3.0
77.943199158,-999.0,4.7720999718,59.648899078,-999.0,3.0,3.0
77.943199158,-999.0,4.7729997635,59.653301239,-999.0,3.0,3.0
77.943199158,-999.0,4.773900032,59.691299438,-999.0,3.0,3.0
77.943199158,-999.0,4.7702999115,60.262500763,-999.0,3.0,3.0
